symbol,set,direction,entry_time,entry_price,fill_entry,size,entry_fee,initial_sl,tp1,tp2,tp3,initial_rr,exit_price,exit_time,pnl,reason
ETH/USDT,Set 3,LONG,1662976800000,1750.86,1751.4728010000001,0.16982786874158434,0.22308666971451233,1706.3411058907298,1783.0,1687.4,2030.0,6.27014676768161,1705.7438865036681,1662998400000,-7.98330622542613,SL
ETH/USDT,Set 3,LONG,1680451200000,1797.54,1798.169139,1.334906204842734,1.8002903557558627,1791.9360738095927,1828.66,1819.98,1697.91,17.77860675084289,1697.3157315,1680454800000,-136.32915742745013,TP3
ETH/USDT,Set 3,LONG,1685833200000,1891.37,1892.0319795,0.9053251401687746,1.2846780877834814,1884.6128428225902,1904.59,1872.5,1939.0,7.04882227088564,1883.9532283276023,1685844000000,-8.593089202919916,SL
ETH/USDT,Set 3,LONG,1758283200000,4513.8,4515.379830000001,0.24814373860278643,0.8403474241708608,4489.493549993593,4549.0,4538.25,2680.34,75.431006976201,2679.4018810000002,1758286800000,-456.0850898571141,TP3
ETH/USDT,Set 3,LONG,1775559600000,2089.32,2090.0512620000004,0.15602631661589736,0.24457724996120092,2079.894394691372,2119.21,2084.0,2199.02,11.638509825950313,2079.16643165323,1775566800000,-1.9416234959672127,SL
ETH/USDT,Set 3,SHORT,1509742800000,301.44,301.334496,3.5287437302077223,0.7974991600914779,304.27386971810824,285.0,272.2,283.18,6.443486051359297,282.35362837533347,1509746400000,66.23135242757162,SL
ETH/USDT,Set 3,SHORT,1575259200000,150.04,149.987486,2.5550619963032033,0.28742049404974407,154.2130155822843,149.76,140.84,177.02,6.465348491517296,177.08195700000002,1575262800000,-69.56739469596059,TP3
ETH/USDT,Set 3,SHORT,1723129200000,2499.21,2498.3352765,0.2099180734941536,0.3933342961390227,2546.688711153443,2478.53,3251.08,2822.8,6.815475655061781,2823.7879800000005,1723132800000,-68.76297763172225,TP3
ETH/USDT,Set 3,SHORT,1766718000000,2973.5,2972.459275,1.2165155190849046,2.712032128414023,2981.127530973036,2936.89,2936.3,2907.52,8.650243471084748,2982.1709256088766,1766732400000,-14.53526659030378,SL
ETH/USDT,Set 4,LONG,1532614500000,474.45,474.6160575,18.503971885754993,6.5867116383809075,473.9095754867257,483.9,485.77,484.15,17.94885272918232,473.7437071353054,1532622600000,-22.716551801251246,SL
ETH/USDT,Set 4,LONG,1546607700000,149.08,149.132178,9.349714478431919,1.0457574628850146,148.0347451417333,150.4,137.0,131.12,17.182412363796374,131.074108,1546608600000,-169.75692764552358,TP3
ETH/USDT,Set 4,LONG,1553801400000,137.3,137.34805500000002,125.94996264863015,12.974236797834003,137.23588513219286,138.37,140.14,136.49,12.633575139488741,136.44222850000003,1553802300000,-126.97748402859116,TP3
ETH/USDT,Set 4,LONG,1559096100000,268.25,268.3438875,8.302091741680503,1.6708616792581439,267.4302679882373,271.83,252.0,262.0,7.62444300126857,261.9083,1559097000000,-55.05962788749293,TP3
ETH/USDT,Set 4,LONG,1566713700000,188.45,188.5159575,4.282842325748395,0.6055380913949893,186.98954602793404,189.18,192.61,203.59,10.366639613149237,194.04392496242014,1566743400000,23.0521183722503,SL
ETH/USDT,Set 4,LONG,1572936300000,184.27,184.33449450000003,62.73717517219682,8.673469103793641,184.16662564098093,186.03,182.17,182.85,13.736481787885644,182.7860025,1572937200000,-105.7486219501489,TP3
ETH/USDT,Set 4,LONG,1577583900000,127.68,127.72468800000001,7.49011063875224,0.717504033315083,126.95532057770824,128.12,132.26,134.42,9.300664256044396,134.372953,1577649600000,49.041389192124626,TP3
ETH/USDT,Set 4,LONG,1579065300000,160.16,160.216056,5.250741853442993,0.6309398631245748,159.03285585395273,171.98,147.65,133.05,24.051937008297262,133.0034325,1579066200000,-143.4102361706959,TP3
ETH/USDT,Set 4,LONG,1581082200000,219.51,219.5868285,1.516364861012019,0.24973031300885445,216.55276939138912,221.0,191.5,171.47,16.24492856935709,171.4099855,1581083100000,-73.24861189882193,TP3
ETH/USDT,Set 4,LONG,1585302300000,136.14,136.187649,736.0019241862328,75.17577878579947,136.13490252085145,140.47,136.26,137.45,256.9897711847147,139.16407465356093,1585303200000,2113.8362381761526,SL
ETH/USDT,Set 4,LONG,1586069100000,142.46,142.50986100000003,30.654953021564015,3.2764748205484637,141.64805561939465,144.16,133.25,137.56,6.034896129642227,137.511854,1586070000000,-156.37523435465764,TP3
ETH/USDT,Set 4,LONG,1591004700000,237.81,237.8932335,5.887704446059103,1.0504837864239946,233.84812237626045,238.7,240.0,205.67,8.112315182936817,205.5980155,1591005600000,-191.05257386751822,TP3
ETH/USDT,Set 4,LONG,1596069000000,318.27,318.3813945,18.742543529426396,4.4754578590317955,317.1273675324411,323.5,333.31,242.09,66.67060683366606,242.0052685,1596069900000,-1434.884711873364,TP3
